"","Cell.Type","Clone","Substrate","Loading","Media","Donor","Days.CM","Passage","Pre.Fix.Stain","Post.Fix.Stain","Experiment.ID","Purpose","Date.FISHed","Date.Imaged","ImageObject.","Folder","Good.","Data.Processed.","FISHed.Processed.By","Notes","Treatment.Type","Treatment.Length","GFP.dye","GFP.type","GFP.target","alexa.dye","alexa.target","TMR.dye","TMR.target","cy.dye","cy.target","nir.dye","nir.target","dapi.dye","dapi.target"
"233","chondrocyte","het","agarose","static","basal","1B",14,"0","","AlcianBlue","A129","Alcian Blue FISH test","2014-10-22","2014-10-23","","/2014-10-23_pH25_AlB_1to100_withmanyFISH/pH25_AlB_1to100_withFISH_aggcy3gap647","","","","","pH 2.5 Alcian blue 1:100","20 minutes","","","","","","cy3","aggrecan","a647N","GAPDH","","","dapi","DNA"
"234","chondrocyte","het","agarose","static","basal","1B",14,"0","DTAF","AlcianBlue","A130","Alcian Blue FISH test","2014-11-03","2014-11-04","","/2014-11-04_gelFISH_before-alcian-blue_individualpositions","","","","Alcian blue imaged day after FISH, no squishing","standard Alcian blue","","a488","DTAF","","","","cy3","GAPDH","a647N","aggrecan","","","dapi","DNA"
"235","chondrocyte","het","agarose","static","basal","1B",14,"0","DTAF","AlcianBlue","A131","Alcian Blue FISH test","2014-11-03","2014-11-05","","/2014-11-05_gel-before-alcian-blue-scan_NOPERFECTFOCUS","","","","","","","","","","","","","","","","","","",""
"236","chondrocyte","het","agarose","static","basal","1B",14,"0","","Aggrecan-IF","A132","Aggrecan Ab test","2014-11-11","2014-11-12","","/2014-11-12_aggrecan_Ab_and_sponge_tests/aggrecan_Ab_with_FISH","","","","","Aggrecan IF WITH hyb","","a488","IF","aggrecan","alexa594","LPL","cy3","osteopontin","a647N","aggrecan","atto700","GAPDH","dapi","DNA"
"237","chondrocyte","het","agarose","static","basal","1B",14,"0","","Aggrecan-IF","A133","Aggrecan Ab test","2014-11-11","2014-11-12","","/2014-11-12_aggrecan_Ab_and_sponge_tests/Ab_after_FISH","","","","","Aggrecan IF AFTER hyb in 2XSSC","","a488","IF","aggrecan","alexa594","LPL","cy3","osteopontin","a647N","aggrecan","atto700","GAPDH","dapi","DNA"
"238","chondrocyte","het","agarose","static","basal","1B",14,"0","","","A134","metal sponge squish test","2014-11-11","2014-11-12","","/2014-11-12_aggrecan_Ab_and_sponge_tests/gel_under_metal_sponge_FISH","","","","metal sponge squished","","","","","","alexa594","LPL","cy3","osteopontin","a647N","aggrecan","atto700","GAPDH","dapi","DNA"
"239","chondrocyte","het","agarose","static","basal","2",14,"0","DTAF","Aggrecan-IF","A135","Aggrecan Ab test","2014-11-13","2014-11-15","","/2014-11-15_Ab_whole_protocol_after_FISH/Ab_after_FISH_SSCmount","","","","2XSSC mount","Aggrecan IF AFTER FISH, full protocol","","a488","IF","aggrecan","alexa594","LPL","cy3","osteopontin","a647N","aggrecan","atto700","GAPDH","dapi","DNA"
"240","chondrocyte","het","agarose","static","basal","2",14,"0","DTAF","Aggrecan-IF","A136","Aggrecan Ab test","2014-11-13","2014-11-15","new","/2014-11-15_Ab_whole_protocol_after_FISH/Ab_after_FISH_PBSmount","","","","PBS mount","Aggrecan IF AFTER FISH, full protocol","","a488","IF","aggrecan","alexa594","LPL","cy3","osteopontin","a647N","aggrecan","atto700","GAPDH","dapi","DNA"
"241","chondrocyte","het","glass","static","basal","",NA,"","","","G67","practice chondrocytes for stellarvision and scan - plate 1 well1","2014-11-12","2014-11-13","","/StellarVision_Images/2014-11-14_well1_mix1_agg637-gapcy3_5x5_01","","","","imaged on Stellarvision","","","","","","","","cy3","GAPDH","a647N","aggrecan","","","dapi","DNA"
"242","chondrocyte","het","glass","static","basal","",NA,"","","","G68","practice chondrocytes for stellarvision and scan - plate 1 well 2","2014-11-12","2014-11-13","","/StellarVision_Images/2014-11-14_well2_mix2_gap647-osteocy3_5x5_01","","","","imaged on Stellarvision","","","","","","","","cy3","osteopontin","a647N","GAPDH","","","dapi","DNA"
"243","MSC","het","agarose","static","CM+","3",7,"","","Aggrecan-IF","A137","Aggrecan Ab on MSCs","2014-12-12","2014-12-13","new","/2014-12-13_mscdiff_aggab_donor3_rep1_d7_cmplus","","","","","Aggrecan IF AFTER FISH, full protocol","","a488","IF","aggrecan","alexa594","LPL","cy3","osteopontin","a647N","aggrecan","atto700","GAPDH","dapi","DNA"
"244","MSC","het","agarose","static","CM+","5",7,"","","Aggrecan-IF","A138","Aggrecan Ab on MSCs","2014-12-05","2014-12-06","new","/2014-12-06_mscdiff_aggab_donor5_rep2_d7_cmplus","","","","","Aggrecan IF AFTER FISH, full protocol","","a488","IF","aggrecan","alexa594","LPL","cy3","osteopontin","a647N","aggrecan","atto700","GAPDH","dapi","DNA"
"245","MSC","het","agarose","static","CM+","7",7,"","","Aggrecan-IF","A139","Aggrecan Ab on MSCs","2014-12-08","2014-12-09","new","/2014-12-09_mscdiff_aggab_donor7_rep3_d7_cmplus","","","","","Aggrecan IF AFTER FISH, full protocol","","a488","IF","aggrecan","alexa594","LPL","cy3","osteopontin","a647N","aggrecan","atto700","GAPDH","dapi","DNA"
"246","MSC","het","agarose","static","CM+","8",7,"","","Aggrecan-IF","A140","Aggrecan Ab on MSCs","2015-01-28","2015-01-29","new","/2015-01-29_newDonorMSCAggAb/2015-01-29_donor8_day7CMplus","","","","","Aggrecan IF AFTER FISH, full protocol","","a488","IF","aggrecan","alexa594","LPL","cy3","osteopontin","a647N","aggrecan","atto700","GAPDH","dapi","DNA"
"247","MSC","het","agarose","static","CM+","8",7,"","","","A141","Aggrecan Ab on MSCs","","","","","","","","","","","","","","","","","","","","","","",""
"248","MSC","het","agarose","static","CM+","8",7,"","","","A142","Aggrecan Ab on MSCs","","","","","","","","","","","","","","","","","","","","","","",""
"249","MSC","het","agarose","static","CM-","8",7,"","","","A143","Aggrecan Ab on MSCs","","","","","","","","","","","","","","","","","","","","","","",""
"250","MSC","het","agarose","static","CM+","9",7,"","","Aggrecan-IF","A144","Aggrecan Ab on MSCs","2015-01-28","2015-01-29","new","/2015-01-29_newDonorMSCAggAb/2015-01-29_donor9_day7CMplus","","","","","Aggrecan IF AFTER FISH, full protocol","","a488","IF","aggrecan","alexa594","LPL","cy3","osteopontin","a647N","aggrecan","atto700","GAPDH","dapi","DNA"
"251","MSC","het","agarose","static","CM+","9",7,"","","","A145","Aggrecan Ab on MSCs","","","","","","","","","","","","","","","","","","","","","","",""
"252","MSC","het","agarose","static","CM+","9",7,"","","","A146","Aggrecan Ab on MSCs","","","","","","","","","","","","","","","","","","","","","","",""
"253","MSC","het","agarose","static","CM-","9",7,"","","","A147","Aggrecan Ab on MSCs","","","","","","","","","","","","","","","","","","","","","","",""
"254","MSC","het","agarose","static","CM+","10",7,"","","Aggrecan-IF","A148","Aggrecan Ab on MSCs","2015-02-02","2015-02-03","new","/2015-02-02_newDonorMSCAggAb_donor10","","","","","Aggrecan IF AFTER FISH, full protocol","","a488","IF","aggrecan","alexa594","LPL","cy3","osteopontin","a647N","aggrecan","atto700","GAPDH","dapi","DNA"
"255","MSC","het","agarose","static","CM+","10",7,"","","","A149","Aggrecan Ab on MSCs","","","","","","","","","","","","","","","","","","","","","","",""
"256","MSC","het","agarose","static","CM+","10",7,"","","","A150","Aggrecan Ab on MSCs","","","","","","","","","","","","","","","","","","","","","","",""
"257","MSC","het","agarose","static","CM-","10",7,"","","","A151","Aggrecan Ab on MSCs","","","","","","","","","","","","","","","","","","","","","","",""
"258","MSC","het","glass","static","CM+","15",1,"","","","G69","timelapse-FISH","2014-12-01","2014-12-02","new","/2014-12-02_timelapse-FISH/stitched","","","","","","","","","","alexa594","LPL","cy3","osteopontin","a647N","aggrecan","atto700","GAPDH","dapi","DNA"
"259","MSC","het","glass","static","CM+","15",1,"","","","G70","timelapse-FISH","2014-12-01","2014-12-02","new","/2014-12-02_timelapse-FISH-RIGHTWELL/stitched","","","","","","","","","","","","","","","","","","",""
"260","MSC","het","glass","static","CM+","15",1,"","","","G71","timelapse-FISH","2014-12-01","2014-12-03","new","/2014-12-03_timelapse-FISH_top-of-left-well/stitched","","","","","","","","","","","","","","","","","","",""
"261","MSC","het","glass","static","CM+","15",1,"","","","G72","timelapse-FISH","2014-12-01","2014-12-04","new","/2014-12-04_timelapse-FISH-RIGHTWELL-righthalf/stitched","","","","","","","","","","","","","","","","","","",""
"262","MSC","het","agarose","static","CM+","21",7,"","","Aggrecan-IF","A152","","","","","","","","","","","","","","","","","","","","","","","",""
"263","MSC","het","agarose","static","CM+","22",7,"","","","A153","","","","","","","","","","","","","","","","","","","","","","","",""
"264","MSC","het","agarose","static","CM+","23",7,"","","","A154","","","","","","","","","","","","","","","","","","","","","","","",""
"265","chondrocyte","het","agarose","static","CM+","?",NA,"","","Aggrecan-IF","A155","","","","","","","","","","","","","","","","","","","","","","","",""
"266","MSC","het","agarose","static","CM+","21",7,"","","Aggrecan-IF","A156","multiple markers + antibody, testing new aliquot of antibody","2015-09-16","2015-09-17","","/2015-09-17_newMSCdonors_aggAb_withFISH/donor_1","","","","","","","a488","IF","aggrecan","alexa594","COMP","cy3","SOX9","atto647N","aggrecan","atto700","GAPDH","DAPI","DNA"
"267","MSC","het","agarose","static","CM+","22",7,"","","Aggrecan-IF","A157","multiple markers + antibody, testing new aliquot of antibody","2015-09-16","2015-09-17","","/2015-09-17_newMSCdonors_aggAb_withFISH/donor_2","","","","","","","a488","IF","aggrecan","alexa594","COMP","cy3","SOX9","atto647N","aggrecan","atto700","GAPDH","DAPI","DNA"
"268","MSC","het","agarose","static","CM+","23",7,"","","Aggrecan-IF","A158","multiple markers + antibody, testing new aliquot of antibody","2015-09-16","2015-09-17","","/2015-09-17_newMSCdonors_aggAb_withFISH/donor_3","","","","","","","a488","IF","aggrecan","alexa594","COMP","cy3","SOX9","atto647N","aggrecan","atto700","GAPDH","DAPI","DNA"
