Cell Type,Clone,Substrate,Loading,Media,Donor,Days CM,Passage,Pre-Fix.Stain,Post-Fix.Stain,Experiment ID,Purpose,Date FISHed,Date Imaged,ImageObject?,Folder,Good?,Data Processed?,FISHed/Processed By,Notes,Treatment.Type,Treatment.Length,GFP.dye,GFP.type,GFP.target,alexa.dye,alexa.target,TMR.dye,TMR.target,cy.dye,cy.target,nir.dye,nir.target,dapi.dye,dapi.target
chondrocyte,het,glass,static,basal,,,,,,G67,practice chondrocytes for stellarvision and scan - plate 1 well1,2014-11-12,2014-11-13,,/StellarVision_Images/2014-11-14_well1_mix1_agg637-gapcy3_5x5_01,,,,imaged on Stellarvision,,,,,,,,cy3,GAPDH,a647N,aggrecan,,,dapi,DNA
chondrocyte,het,glass,static,basal,,,,,,G68,practice chondrocytes for stellarvision and scan - plate 1 well 2,2014-11-12,2014-11-13,,/StellarVision_Images/2014-11-14_well2_mix2_gap647-osteocy3_5x5_01,,,,imaged on Stellarvision,,,,,,,,cy3,osteopontin,a647N,GAPDH,,,dapi,DNA
MSC,het,agarose,static,CM+,3,7,,,Aggrecan-IF,A137,Aggrecan Ab on MSCs,2014-12-12,2014-12-13,new,/2014-12-13_mscdiff_aggab_donor3_rep1_d7_cmplus,,,,,"Aggrecan IF AFTER FISH, full protocol",,a488,IF,aggrecan,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
MSC,het,agarose,static,CM+,5,7,,,Aggrecan-IF,A138,Aggrecan Ab on MSCs,2014-12-05,2014-12-06,new,/2014-12-06_mscdiff_aggab_donor5_rep2_d7_cmplus,,,,,"Aggrecan IF AFTER FISH, full protocol",,a488,IF,aggrecan,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
MSC,het,agarose,static,CM+,7,7,,,Aggrecan-IF,A139,Aggrecan Ab on MSCs,2014-12-08,2014-12-09,new,/2014-12-09_mscdiff_aggab_donor7_rep3_d7_cmplus,,,,,"Aggrecan IF AFTER FISH, full protocol",,a488,IF,aggrecan,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
MSC,het,agarose,static,CM+,8,7,,,Aggrecan-IF,A140,Aggrecan Ab on MSCs,2015-01-28,2015-01-29,new,/2015-01-29_newDonorMSCAggAb/2015-01-29_donor8_day7CMplus,,,,,"Aggrecan IF AFTER FISH, full protocol",,a488,IF,aggrecan,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
MSC,het,agarose,static,CM+,8,7,,,,A141,Aggrecan Ab on MSCs,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM+,8,7,,,,A142,Aggrecan Ab on MSCs,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM-,8,7,,,,A143,Aggrecan Ab on MSCs,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM+,9,7,,,Aggrecan-IF,A144,Aggrecan Ab on MSCs,2015-01-28,2015-01-29,new,/2015-01-29_newDonorMSCAggAb/2015-01-29_donor9_day7CMplus,,,,,"Aggrecan IF AFTER FISH, full protocol",,a488,IF,aggrecan,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
MSC,het,agarose,static,CM+,9,7,,,,A145,Aggrecan Ab on MSCs,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM+,9,7,,,,A146,Aggrecan Ab on MSCs,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM-,9,7,,,,A147,Aggrecan Ab on MSCs,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM+,10,7,,,Aggrecan-IF,A148,Aggrecan Ab on MSCs,2015-02-02,2015-02-03,new,/2015-02-02_newDonorMSCAggAb_donor10,,,,,"Aggrecan IF AFTER FISH, full protocol",,a488,IF,aggrecan,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
MSC,het,agarose,static,CM+,10,7,,,,A149,Aggrecan Ab on MSCs,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM+,10,7,,,,A150,Aggrecan Ab on MSCs,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM-,10,7,,,,A151,Aggrecan Ab on MSCs,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,glass,static,CM+,15,1,,,,G69,timelapse-FISH,2014-12-01,2014-12-02,new,/2014-12-02_timelapse-FISH/stitched,,,,,,,,,,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
MSC,het,glass,static,CM+,15,1,,,,G70,timelapse-FISH,2014-12-01,2014-12-02,new,/2014-12-02_timelapse-FISH-RIGHTWELL/stitched,,,,,,,,,,,,,,,,,,,
MSC,het,glass,static,CM+,15,1,,,,G71,timelapse-FISH,2014-12-01,2014-12-03,new,/2014-12-03_timelapse-FISH_top-of-left-well/stitched,,,,,,,,,,,,,,,,,,,
MSC,het,glass,static,CM+,15,1,,,,G72,timelapse-FISH,2014-12-01,2014-12-04,new,/2014-12-04_timelapse-FISH-RIGHTWELL-righthalf/stitched,,,,,,,,,,,,,,,,,,,
